"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
1,0,1,200,200,0,1,1,0,0,358,0,0,1.79,0,"United Kingdom","0",110,0.86,0.1,0.31
4,0,4,912,228,0,193,57.5,0,0,1529,0,0,1.6765350877193,0,"United Kingdom","1",2,0.06,0.75,0.31
5,0,5,1318,263.6,0,84,24.8,0,0,2056.89,0,0,1.56061456752656,0,"Germany","0",0,0.01,0.82,0.31
3,0,3,325,108.333333333333,0,177,71,0,0,578.61,0,0,1.78033846153846,0,"United Kingdom","1",60,0.68,0.64,0.32
5,1,6,1459,291.8,-10,171,37.4,5,5,2005.3,-20.7,1984.6,1.37443454420836,2.07,"United Kingdom","1",2,0.06,0.87,0.9
2,0,2,1010,505,0,214,137,0,0,1582.72,0,0,1.5670495049505,0,"United Kingdom","1",29,0.47,0.46,0.32
3,0,3,333,111,0,60,28.6666666666667,0,0,502.36,0,0,1.50858858858859,0,"United Kingdom","1",4,0.12,0.64,0.32
1,1,2,250,250,-1,49,54,1,1,548.12,-9.95,538.17,2.19248,9.95,"United Kingdom","1",107,0.86,0.46,0.76
1,0,1,25,25,0,1,1,0,0,52,0,0,2.08,0,"United Kingdom","0",110,0.86,0.1,0.32
7,0,7,2398,342.571428571429,0,313,58.4285714285714,0,0,2527.47,0,0,1.05399082568807,0,"United Kingdom","1",7,0.16,0.9,0.32
2,1,3,803,401.5,-2,98,52,2,2,1434.37,-14.4,1419.97,1.78626400996264,7.2,"United Kingdom","1",71,0.74,0.64,0.87
2,1,3,152,76,-3,14,7,2,2,273.04,-10.45,262.59,1.79631578947368,3.48333333333333,"United Kingdom","0",59,0.68,0.64,0.72
3,1,4,570,190,-8,61,21.3333333333333,5,5,1063.95,-21.76,1042.19,1.86657894736842,2.72,"United Kingdom","1",46,0.6,0.75,0.83
5,1,6,1967,393.4,-7,113,27.2,4,4,3894.92,-9.15,3885.77,1.98013218098627,1.30714285714286,"United Kingdom","1",16,0.3,0.87,0.96
3,1,4,431,143.666666666667,-1,38,13.3333333333333,1,1,647.26,-9.95,637.31,1.50176334106729,9.95,"United Kingdom","0",53,0.65,0.75,0.78
1,0,1,126,126,0,7,7,0,0,252.9,0,0,2.00714285714286,0,"Unspecified","0",109,0.86,0.1,0.32
4,0,4,793,198.25,0,99,30.25,0,0,1659.88,0,0,2.09316519546028,0,"United Kingdom","0",4,0.12,0.75,0.32
4,1,5,1286,321.5,-19,74,27.75,4,4,1863.47,-41.95,1821.52,1.44904354587869,2.20789473684211,"United Kingdom","1",3,0.09,0.82,0.9
4,2,6,1849,462.25,-12,60,18,3,1.5,3719.35,-72.31,3647.04,2.01154678204435,6.02583333333333,"United Kingdom","0",53,0.65,0.87,0.96
2,0,2,175,87.5,0,15,8.5,0,0,285.89,0,0,1.63365714285714,0,"United Kingdom","0",35,0.52,0.46,0.32
2,1,3,609,304.5,-12,35,18.5,1,1,976.28,-19.8,956.48,1.60308702791461,1.65,"Germany","0",33,0.51,0.64,0.82
6,1,7,1457,242.833333333333,-3,195,53.5,3,3,2775.88,-24.75,2751.13,1.90520247083047,8.25,"United Kingdom","0",1,0.03,0.9,0.94
2,0,2,92,46,0,16,8,0,0,167.61,0,0,1.82184782608696,0,"United Kingdom","0",109,0.86,0.46,0.32
3,0,3,795,265,0,125,46.3333333333333,0,0,1727.6,0,0,2.17308176100629,0,"United Kingdom","1",32,0.5,0.64,0.32
4,0,4,759,189.75,0,142,43.5,0,0,1446.09,0,0,1.90525691699605,0,"United Kingdom","0",17,0.33,0.75,0.32
3,1,4,1403,467.666666666667,-10,323,129,1,1,2699.57,-41.5,2658.07,1.92414112615823,4.15,"United Kingdom","1",17,0.32,0.75,0.93
1,0,1,48,48,0,1,1,0,0,408,0,0,8.5,0,"United Kingdom","0",109,0.86,0.1,0.32
1,0,1,210,210,0,18,18,0,0,409.76,0,0,1.9512380952381,0,"United Kingdom","0",109,0.86,0.1,0.32
2,0,2,737,368.5,0,44,26,0,0,766.99,0,0,1.04069199457259,0,"United Kingdom","1",26,0.44,0.46,0.32
2,0,2,459,229.5,0,63,32.5,0,0,1258.83,0,0,2.74254901960784,0,"Channel Islands","0",108,0.86,0.46,0.32
4,2,6,2286,571.5,-31,145,47.75,6,3,8642.77,-98.53,8544.24,3.78073928258968,3.17838709677419,"Germany","0",22,0.38,0.87,0.99
2,0,2,645,322.5,0,33,16.5,0,0,384.05,0,0,0.595426356589147,0,"United Kingdom","0",23,0.4,0.46,0.32
2,0,2,203,101.5,0,7,3.5,0,0,179.34,0,0,0.883448275862069,0,"United Kingdom","0",45,0.59,0.46,0.32
1,0,1,251,251,0,12,12,0,0,241.09,0,0,0.960517928286853,0,"United Kingdom","0",108,0.86,0.1,0.32
3,1,4,506,168.666666666667,-12,47,16.3333333333333,1,1,825.57,-15,810.57,1.63156126482213,1.25,"United Kingdom","0",45,0.59,0.75,0.8
4,2,6,1072,268,-30,97,26,8,4,1743.52,-45.37,1698.15,1.62641791044776,1.51233333333333,"United Kingdom","1",1,0.04,0.87,0.89
2,0,2,382,191,0,36,22.5,0,0,850.77,0,0,2.22714659685864,0,"United Kingdom","0",3,0.09,0.46,0.32
3,0,3,1711,570.333333333333,0,114,41.3333333333333,0,0,1937.25,0,0,1.13223261250731,0,"United Kingdom","0",3,0.09,0.64,0.32
1,0,1,52,52,0,27,27,0,0,84.69,0,0,1.62865384615385,0,"United Kingdom","0",108,0.86,0.1,0.32
3,0,3,552,184,0,39,15.6666666666667,0,0,1013.26,0,0,1.83561594202899,0,"Germany","0",25,0.42,0.64,0.32
2,0,2,326,163,0,31,15.5,0,0,439.43,0,0,1.34794478527607,0,"United Kingdom","0",4,0.13,0.46,0.32
2,0,2,5000,2500,0,1,1,0,0,1600,0,0,0.32,0,"United Kingdom","0",37,0.54,0.46,0.32
2,0,2,398,199,0,37,21,0,0,576.4,0,0,1.44824120603015,0,"United Kingdom","1",91,0.82,0.47,0.32
5,4,9,1807,361.4,-19,80,23.8,9,2.25,2399.68,-72.02,2327.66,1.3279911455451,3.79052631578947,"United Kingdom","1",8,0.17,0.93,0.92
4,0,4,738,184.5,0,66,17,0,0,1152.52,0,0,1.56168021680217,0,"United Kingdom","0",22,0.39,0.75,0.32
3,0,3,187,62.3333333333333,0,20,7,0,0,492.85,0,0,2.6355614973262,0,"France","0",7,0.15,0.64,0.32
9,3,12,738,82,-3,69,11,2,1,1693.46,-17.85,1675.61,2.29466124661247,5.95,"United Kingdom","0",1,0.02,0.97,0.89
3,0,3,365,121.666666666667,0,31,14.3333333333333,0,0,727.44,0,0,1.99298630136986,0,"United Kingdom","1",28,0.45,0.65,0.32
1,0,1,73,73,0,4,4,0,0,112.1,0,0,1.53561643835616,0,"United Kingdom","0",107,0.86,0.1,0.32
1,0,1,72,72,0,17,18,0,0,213.55,0,0,2.96597222222222,0,"United Kingdom","1",107,0.85,0.1,0.32
1,0,1,224,224,0,103,103,0,0,452.39,0,0,2.01959821428571,0,"United Kingdom","1",107,0.85,0.11,0.32
2,0,2,382,191,0,14,7,0,0,248.51,0,0,0.650549738219895,0,"Germany","0",107,0.85,0.47,0.32
1,0,1,486,486,0,124,141,0,0,534.31,0,0,1.09940329218107,0,"United Kingdom","0",107,0.85,0.11,0.32
2,0,2,22,11,0,12,6,0,0,117.22,0,0,5.32818181818182,0,"United Kingdom","0",107,0.86,0.47,0.32
4,0,4,448,112,0,28,10.75,0,0,734.52,0,0,1.63955357142857,0,"United Kingdom","0",8,0.18,0.75,0.32
2,1,3,416,208,-5,34,18,3,3,744.85,-17.58,727.27,1.79050480769231,3.516,"United Kingdom","0",24,0.41,0.65,0.79
1,0,1,22,22,0,4,4,0,0,94.5,0,0,4.29545454545455,0,"United Kingdom","0",106,0.85,0.11,0.32
1,0,1,142,142,0,6,6,0,0,335.52,0,0,2.36281690140845,0,"United Kingdom","1",106,0.85,0.11,0.33
1,0,1,89,89,0,12,12,0,0,156.51,0,0,1.7585393258427,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,296,296,0,8,8,0,0,120,0,0,0.405405405405405,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,72,72,0,1,1,0,0,76.32,0,0,1.06,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,20,20,0,1,1,0,0,17,0,0,0.85,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,52,52,0,5,5,0,0,51.56,0,0,0.991538461538462,0,"Canada","0",106,0.85,0.11,0.33
1,0,1,124,124,0,17,17,0,0,338.54,0,0,2.73016129032258,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,470,470,0,15,15,0,0,628.38,0,0,1.33697872340426,0,"United Kingdom","0",106,0.85,0.11,0.33
2,1,3,660,330,-12,52,34.5,1,1,1023.59,-15,1008.59,1.55089393939394,1.25,"United Kingdom","0",70,0.73,0.65,0.83
2,0,2,689,344.5,0,49,27,0,0,746.36,0,0,1.08325108853411,0,"United Kingdom","0",31,0.49,0.47,0.33
3,0,3,451,150.333333333333,0,107,38.3333333333333,0,0,949.75,0,0,2.10587583148559,0,"United Kingdom","1",33,0.51,0.65,0.33
1,0,1,9,9,0,2,2,0,0,284.55,0,0,31.6166666666667,0,"United Kingdom","0",106,0.85,0.11,0.33
3,1,4,584,194.666666666667,-7,60,22.6666666666667,5,5,1315.89,-60.25,1255.64,2.25323630136986,8.60714285714286,"United Kingdom","1",1,0.04,0.75,0.86
3,1,4,310,103.333333333333,-1,8,2.66666666666667,1,1,598.65,-4.25,594.4,1.93112903225806,4.25,"United Kingdom","0",14,0.27,0.75,0.77
1,0,1,216,216,0,10,10,0,0,725.64,0,0,3.35944444444445,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,192,192,0,20,20,0,0,343.36,0,0,1.78833333333333,0,"Sweden","0",106,0.85,0.11,0.33
1,1,2,163,163,-2,21,21,2,2,372.37,-19.9,352.47,2.28447852760736,9.95,"United Kingdom","0",91,0.82,0.47,0.74
1,0,1,106,106,0,9,9,0,0,138.14,0,0,1.30320754716981,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,104,104,0,29,30,0,0,150.35,0,0,1.44567307692308,0,"United Kingdom","0",106,0.85,0.11,0.33
1,0,1,124,124,0,23,23,0,0,157.18,0,0,1.26758064516129,0,"United Kingdom","0",106,0.85,0.11,0.33
2,1,3,603,301.5,-2,59,29.5,1,1,923.78,-5.9,917.88,1.53197346600332,2.95,"United Kingdom","1",17,0.32,0.65,0.82
3,3,6,382,127.333333333333,-23,24,12.3333333333333,6,2,1384.86,-29.35,1355.51,3.62528795811518,1.27608695652174,"United Kingdom","1",3,0.1,0.87,0.87
3,0,3,302,100.666666666667,0,26,9,0,0,488.06,0,0,1.61609271523179,0,"United Kingdom","1",18,0.34,0.65,0.33
4,1,5,2067,516.75,-7,144,36.5,2,2,2624.26,-26.74,2597.52,1.2695984518626,3.82,"United Kingdom","1",8,0.17,0.82,0.93
7,3,10,1203,171.857142857143,-25,83,14.2857142857143,7,2.33333333333333,1721.4,-72.45,1648.95,1.43092269326683,2.898,"United Kingdom","0",1,0.04,0.95,0.89
1,1,2,119,119,-1,16,16,1,1,306.19,-4.95,301.24,2.57302521008403,4.95,"United Kingdom","1",91,0.82,0.47,0.73
1,0,1,4,4,0,2,2,0,0,185.9,0,0,46.475,0,"United Kingdom","0",105,0.85,0.11,0.33
1,0,1,256,256,0,12,12,0,0,231.1,0,0,0.902734375,0,"United Kingdom","0",105,0.85,0.11,0.33
3,0,3,333,111,0,33,12,0,0,539,0,0,1.61861861861862,0,"Germany","0",42,0.57,0.65,0.33
2,0,2,150,75,0,43,27.5,0,0,293.17,0,0,1.95446666666667,0,"United Kingdom","1",32,0.5,0.47,0.33
1,0,1,466,466,0,37,37,0,0,581.82,0,0,1.24854077253219,0,"United Kingdom","0",105,0.85,0.11,0.33
4,2,6,355,88.75,-18,27,10,6,3,915.13,-36.1,879.03,2.57783098591549,2.00555555555556,"United Kingdom","0",2,0.06,0.87,0.81
1,0,1,431,431,0,41,41,0,0,735.67,0,0,1.7068909512761,0,"United Kingdom","1",105,0.85,0.11,0.33
4,1,5,692,173,-3,53,15.75,2,2,1178.69,-11.25,1167.44,1.70330924855491,3.75,"United Kingdom","0",16,0.3,0.82,0.85
2,0,2,192,96,0,19,10,0,0,263.21,0,0,1.37088541666667,0,"Germany","0",63,0.69,0.47,0.33
6,2,8,1296,216,-32,42,12.1666666666667,3,1.5,3347.31,-60.4,3286.91,2.58280092592593,1.8875,"United Kingdom","0",7,0.16,0.91,0.95
2,2,4,149,74.5,-5,27,15.5,4,2,294.84,-20.05,274.79,1.97879194630873,4.01,"United Kingdom","1",47,0.6,0.75,0.72
1,0,1,231,231,0,47,48,0,0,161.74,0,0,0.70017316017316,0,"United Kingdom","0",103,0.84,0.11,0.33
2,0,2,291,145.5,0,25,13,0,0,581.76,0,0,1.99917525773196,0,"United Kingdom","1",99,0.84,0.47,0.33
3,0,3,966,322,0,256,95.6666666666667,0,0,1764.25,0,0,1.82634575569358,0,"United Kingdom","0",47,0.6,0.65,0.33
2,0,2,176,88,0,18,9,0,0,316.95,0,0,1.80085227272727,0,"United Kingdom","1",75,0.76,0.47,0.33
1,0,1,70,70,0,9,9,0,0,178.7,0,0,2.55285714285714,0,"United Kingdom","0",103,0.84,0.11,0.33
2,1,3,549,274.5,-1,66,35,1,1,721.45,-3.75,717.7,1.31411657559199,3.75,"United Kingdom","0",3,0.09,0.65,0.79
17,17,34,16352,961.882352941176,-17,1119,300.647058823529,2,1,65164.79,-8043.88,57120.91,3.98512659001957,473.169411764706,"United Kingdom","1",4,0.11,1,1
2,1,3,381,190.5,-1,33,17,1,1,597.91,-3.75,594.16,1.56931758530184,3.75,"United Kingdom","0",30,0.47,0.65,0.77
1,0,1,49,49,0,2,2,0,0,125.92,0,0,2.56979591836735,0,"Poland","0",101,0.84,0.11,0.33
1,0,1,124,124,0,43,43,0,0,211.89,0,0,1.70879032258065,0,"United Kingdom","0",101,0.84,0.11,0.33
3,0,3,258,86,0,39,13.3333333333333,0,0,752.57,0,0,2.91693798449612,0,"United Kingdom","1",23,0.4,0.65,0.33
4,0,4,119,29.75,0,21,6.5,0,0,340.6,0,0,2.86218487394958,0,"United Kingdom","0",57,0.66,0.75,0.33
2,0,2,228,114,0,24,15,0,0,285.74,0,0,1.25324561403509,0,"United Kingdom","0",86,0.8,0.47,0.33
1,0,1,524,524,0,14,14,0,0,979.64,0,0,1.86954198473282,0,"United Kingdom","0",100,0.84,0.11,0.33
1,0,1,2,2,0,2,2,0,0,16.9,0,0,8.45,0,"United Kingdom","0",100,0.84,0.11,0.33
2,0,2,1054,527,0,39,21,0,0,1079.66,0,0,1.02434535104364,0,"United Kingdom","0",38,0.54,0.47,0.34
1,0,1,192,192,0,1,1,0,0,138.24,0,0,0.72,0,"United Kingdom","0",100,0.84,0.11,0.34
2,0,2,408,204,0,19,9.5,0,0,239.76,0,0,0.587647058823529,0,"United Kingdom","0",4,0.12,0.47,0.34
1,0,1,168,168,0,25,25,0,0,290.52,0,0,1.72928571428571,0,"United Kingdom","0",100,0.84,0.11,0.34
3,0,3,501,167,0,141,63.3333333333333,0,0,647.56,0,0,1.29253493013972,0,"United Kingdom","1",24,0.42,0.65,0.34
2,0,2,198,99,0,20,11,0,0,379.3,0,0,1.91565656565657,0,"United Kingdom","0",24,0.41,0.47,0.34
1,0,1,171,171,0,40,44,0,0,260.35,0,0,1.52251461988304,0,"United Kingdom","1",100,0.84,0.11,0.34
1,2,3,114,114,-5,23,23,2,1,566.38,-28.55,537.83,4.96824561403509,5.71,"United Kingdom","1",23,0.4,0.65,0.76
2,0,2,161,80.5,0,30,15,0,0,590.93,0,0,3.67037267080745,0,"United Kingdom","1",63,0.69,0.47,0.34
2,0,2,39,19.5,0,3,2,0,0,74.55,0,0,1.91153846153846,0,"United Kingdom","0",71,0.74,0.47,0.34
1,0,1,211,211,0,16,16,0,0,509.01,0,0,2.41236966824645,0,"Norway","0",99,0.84,0.11,0.34
4,0,4,144,36,0,1,1,0,0,712.8,0,0,4.95,0,"United Kingdom","0",10,0.22,0.75,0.34
1,0,1,221,221,0,18,18,0,0,305.28,0,0,1.38135746606335,0,"United Kingdom","0",99,0.84,0.11,0.34
1,0,1,137,137,0,14,14,0,0,249.76,0,0,1.82306569343066,0,"United Kingdom","0",99,0.84,0.11,0.34
5,0,5,1516,303.2,0,101,24.4,0,0,1784.71,0,0,1.17724934036939,0,"United Kingdom","0",18,0.34,0.82,0.34
4,0,4,582,145.5,0,103,32.75,0,0,678.27,0,0,1.16541237113402,0,"United Kingdom","0",0,0.01,0.75,0.34
1,0,1,288,288,0,1,1,0,0,207.36,0,0,0.72,0,"United Kingdom","0",99,0.84,0.11,0.34
2,0,2,486,243,0,38,19,0,0,1013.04,0,0,2.08444444444444,0,"United Arab Emirates","1",78,0.77,0.47,0.34
1,1,2,334,334,-1,29,29,1,1,387.52,-1.65,385.87,1.16023952095808,1.65,"United Kingdom","0",85,0.8,0.47,0.75
1,0,1,80,80,0,4,4,0,0,121.92,0,0,1.524,0,"United Kingdom","0",99,0.84,0.11,0.34
3,0,3,504,168,0,49,17.3333333333333,0,0,943.16,0,0,1.87134920634921,0,"United Kingdom","1",10,0.24,0.65,0.34
3,1,4,909,303,-6,46,19,2,2,1969.66,-9.9,1959.76,2.16684268426843,1.65,"France","0",10,0.22,0.75,0.9
1,0,1,129,129,0,9,9,0,0,89.06,0,0,0.690387596899225,0,"United Kingdom","0",98,0.84,0.11,0.34
3,1,4,884,294.666666666667,-17,57,19,2,2,1202.64,-28.05,1174.59,1.36045248868778,1.65,"United Kingdom","1",78,0.78,0.75,0.85
1,0,1,78,78,0,21,21,0,0,115.31,0,0,1.47833333333333,0,"United Kingdom","0",98,0.84,0.12,0.34
2,0,2,592,296,0,43,22.5,0,0,860.41,0,0,1.45339527027027,0,"Portugal","0",53,0.64,0.47,0.34
2,0,2,263,131.5,0,13,8,0,0,534.33,0,0,2.03167300380228,0,"United Kingdom","0",59,0.68,0.47,0.34
2,0,2,195,97.5,0,27,13.5,0,0,383.03,0,0,1.96425641025641,0,"United Kingdom","0",32,0.5,0.47,0.34
2,0,2,181,90.5,0,89,46.5,0,0,304.24,0,0,1.68088397790055,0,"United Kingdom","0",54,0.65,0.47,0.34
2,1,3,178,89,-1,14,8.5,1,1,457.5,-2.08,455.42,2.57022471910112,2.08,"Finland","0",2,0.05,0.65,0.75
4,1,5,590,147.5,-1,37,11,1,1,1325.6,-2.1,1323.5,2.24677966101695,2.1,"United Kingdom","0",4,0.13,0.82,0.86
6,1,7,575,95.8333333333333,-4,70,14,3,3,1418.32,-11.75,1406.57,2.46664347826087,2.9375,"United Kingdom","0",15,0.29,0.9,0.87
1,0,1,167,167,0,57,58,0,0,363.79,0,0,2.17838323353293,0,"United Kingdom","0",98,0.83,0.12,0.34
2,0,2,300,150,0,9,5,0,0,534.24,0,0,1.7808,0,"United Kingdom","0",74,0.76,0.47,0.34
4,1,5,745,186.25,-1,59,16,1,1,1331.21,-3.75,1327.46,1.78685906040268,3.75,"United Kingdom","1",53,0.64,0.82,0.86
1,0,1,341,341,0,13,13,0,0,316.62,0,0,0.928504398826979,0,"United Kingdom","0",96,0.83,0.12,0.34
4,0,4,545,136.25,0,43,13.5,0,0,1674.73,0,0,3.07289908256881,0,"United Kingdom","0",30,0.48,0.75,0.34
2,0,2,454,227,0,116,68.5,0,0,894.21,0,0,1.96962555066079,0,"United Kingdom","1",33,0.51,0.47,0.34
2,0,2,361,180.5,0,51,26,0,0,374.7,0,0,1.03795013850416,0,"United Kingdom","1",63,0.69,0.47,0.34
5,0,5,782,156.4,0,70,15.2,0,0,1747.66,0,0,2.23485933503836,0,"United Kingdom","0",5,0.14,0.82,0.34
3,1,4,225,75,-10,33,11.6666666666667,5,5,734.94,-78.15,656.79,3.2664,7.815,"United Kingdom","0",44,0.58,0.75,0.78
1,0,1,106,106,0,43,47,0,0,131.81,0,0,1.24349056603774,0,"United Kingdom","0",96,0.83,0.12,0.34
4,0,4,375,93.75,0,65,16.75,0,0,795.08,0,0,2.12021333333333,0,"United Kingdom","0",29,0.46,0.75,0.34
2,0,2,375,187.5,0,55,30,0,0,454.86,0,0,1.21296,0,"Germany","0",16,0.3,0.47,0.34
2,0,2,363,181.5,0,80,40.5,0,0,596.09,0,0,1.64212121212121,0,"United Kingdom","0",96,0.83,0.47,0.34
2,0,2,84,42,0,46,24.5,0,0,251.96,0,0,2.99952380952381,0,"United Kingdom","1",71,0.74,0.47,0.35
1,0,1,272,272,0,61,62,0,0,397.15,0,0,1.46011029411765,0,"United Kingdom","0",96,0.83,0.12,0.35
4,1,5,486,121.5,-4,59,15.25,3,3,1203.58,-37.6,1165.98,2.47650205761317,9.4,"United Kingdom","1",4,0.12,0.82,0.85
6,2,8,999,166.5,-326,56,17,37,18.5,2105.71,-983.87,1121.84,2.10781781781782,3.01800613496933,"United Kingdom","0",25,0.43,0.91,0.84
4,1,5,776,194,-1,61,17,1,1,1286.7,-4.25,1282.45,1.65811855670103,4.25,"United Kingdom","0",2,0.06,0.82,0.86
4,0,4,516,129,0,44,12.25,0,0,912.32,0,0,1.76806201550388,0,"United Kingdom","1",16,0.31,0.76,0.35
2,0,2,489,244.5,0,58,30,0,0,408.63,0,0,0.835644171779141,0,"United Kingdom","0",73,0.75,0.47,0.35
2,0,2,146,73,0,19,10.5,0,0,324.24,0,0,2.22082191780822,0,"United Kingdom","0",43,0.58,0.47,0.35
2,0,2,216,108,0,15,7.5,0,0,367.4,0,0,1.70092592592593,0,"United Kingdom","1",95,0.83,0.47,0.35
1,0,1,409,409,0,26,26,0,0,581.39,0,0,1.42149144254279,0,"United Kingdom","0",95,0.83,0.12,0.35
4,0,4,428,107,0,24,9,0,0,764.96,0,0,1.78728971962617,0,"United Kingdom","0",1,0.03,0.76,0.35
1,1,2,514,514,-4,38,38,1,1,859.32,-6.6,852.72,1.67182879377432,1.65,"United Kingdom","1",85,0.8,0.47,0.81
2,0,2,60,30,0,1,1,0,0,153,0,0,2.55,0,"United Kingdom","0",2,0.07,0.47,0.35
1,0,1,37,37,0,12,12,0,0,205.3,0,0,5.54864864864865,0,"United Kingdom","0",95,0.83,0.12,0.35
1,0,1,307,307,0,26,26,0,0,497.61,0,0,1.62087947882736,0,"United Kingdom","0",95,0.83,0.12,0.35
1,0,1,297,297,0,30,30,0,0,447.62,0,0,1.50713804713805,0,"United Kingdom","0",95,0.83,0.12,0.35
2,0,2,273,136.5,0,36,19.5,0,0,414.59,0,0,1.51864468864469,0,"United Kingdom","1",46,0.6,0.47,0.35
1,1,2,186,186,-3,21,21,1,1,457.7,-29.85,427.85,2.46075268817204,9.95,"France","0",85,0.8,0.47,0.75
1,0,1,254,254,0,19,19,0,0,263.2,0,0,1.03622047244094,0,"United Kingdom","0",95,0.83,0.12,0.35
1,0,1,41,41,0,11,12,0,0,82.75,0,0,2.01829268292683,0,"United Kingdom","1",95,0.83,0.12,0.35
1,0,1,190,190,0,61,61,0,0,235.85,0,0,1.24131578947368,0,"United Kingdom","0",95,0.83,0.12,0.35
2,0,2,788,394,0,44,26.5,0,0,984.72,0,0,1.24964467005076,0,"United Kingdom","0",10,0.22,0.47,0.35
4,1,5,515,128.75,-7,97,26.75,2,2,1196.52,-16,1180.52,2.32333980582524,2.28571428571429,"United Kingdom","0",2,0.07,0.82,0.85
2,0,2,767,383.5,0,72,39,0,0,1409.07,0,0,1.8371186440678,0,"United Kingdom","1",16,0.31,0.48,0.35
3,3,6,338,112.666666666667,-7,33,12.6666666666667,3,1.66666666666667,1356.05,-71.65,1284.4,4.01198224852071,10.2357142857143,"United Kingdom","0",0,0.01,0.87,0.86
2,0,2,169,84.5,0,5,3.5,0,0,611.55,0,0,3.61863905325444,0,"United Kingdom","0",59,0.68,0.48,0.35
2,0,2,376,188,0,40,20,0,0,707.4,0,0,1.8813829787234,0,"United Kingdom","0",63,0.7,0.48,0.35
6,0,6,2474,412.333333333333,0,124,26.6666666666667,0,0,2427.32,0,0,0.981131770412288,0,"United Kingdom","1",2,0.06,0.87,0.35
4,0,4,1139,284.75,0,104,29.25,0,0,2118.03,0,0,1.85955223880597,0,"United Kingdom","1",31,0.49,0.76,0.35
2,0,2,393,196.5,0,45,24.5,0,0,619.93,0,0,1.57743002544529,0,"United Kingdom","0",24,0.41,0.48,0.35
1,0,1,172,172,0,28,29,0,0,303.93,0,0,1.76703488372093,0,"United Kingdom","0",94,0.83,0.12,0.35
1,0,1,114,114,0,10,10,0,0,151.74,0,0,1.33105263157895,0,"United Kingdom","0",94,0.83,0.12,0.35
1,0,1,136,136,0,5,5,0,0,183.36,0,0,1.34823529411765,0,"United Kingdom","0",94,0.83,0.12,0.35
4,1,5,2746,686.5,-3,33,9,1,1,2594.66,-3.18,2591.48,0.944887108521486,1.06,"United Kingdom","0",2,0.06,0.83,0.93
3,0,3,632,210.666666666667,0,64,23.6666666666667,0,0,1316.66,0,0,2.08332278481013,0,"Germany","0",0,0.01,0.65,0.35
1,1,2,59,59,-59,7,7,7,7,159.85,-159.85,0,2.70932203389831,2.70932203389831,"United Kingdom","1",78,0.78,0.48,0.35
1,0,1,32,32,0,2,2,0,0,64,0,0,2,0,"United Kingdom","0",94,0.83,0.12,0.35
1,0,1,48,48,0,1,1,0,0,18.72,0,0,0.39,0,"United Kingdom","0",94,0.82,0.12,0.35
1,0,1,316,316,0,22,22,0,0,353.48,0,0,1.11860759493671,0,"United Kingdom","0",93,0.82,0.12,0.35
4,1,5,1061,265.25,-1,69,20.5,1,1,1255.59,-6.25,1249.34,1.18340245051838,6.25,"United Kingdom","0",3,0.1,0.83,0.85
6,0,6,1523,253.833333333333,0,117,26.1666666666667,0,0,2863.08,0,0,1.8798949441891,0,"France","1",28,0.45,0.87,0.35
3,1,4,308,102.666666666667,-6,24,8.33333333333333,1,1,380.6,-17.7,362.9,1.23571428571429,2.95,"United Kingdom","0",29,0.47,0.76,0.74
4,0,4,838,209.5,0,74,22,0,0,1503.87,0,0,1.79459427207637,0,"United Kingdom","0",15,0.29,0.76,0.35
2,0,2,116,58,0,55,30,0,0,259.05,0,0,2.23318965517241,0,"United Kingdom","0",10,0.23,0.48,0.35
1,0,1,104,104,0,14,14,0,0,393.4,0,0,3.78269230769231,0,"United Kingdom","0",93,0.82,0.12,0.35
2,0,2,280,140,0,52,31,0,0,394.31,0,0,1.40825,0,"United Kingdom","0",15,0.29,0.48,0.35
2,0,2,110,55,0,17,8.5,0,0,364.35,0,0,3.31227272727273,0,"United Kingdom","1",92,0.82,0.48,0.36
2,0,2,306,153,0,21,10.5,0,0,419.57,0,0,1.37114379084967,0,"United Kingdom","0",92,0.82,0.48,0.36
1,0,1,146,146,0,15,15,0,0,416.9,0,0,2.85547945205479,0,"United Kingdom","0",92,0.82,0.12,0.36
3,3,6,1272,424,-34,30,11.3333333333333,3,1,731.64,-39.21,692.43,0.575188679245283,1.15323529411765,"United Kingdom","0",1,0.02,0.87,0.79
1,0,1,73,73,0,2,2,0,0,91.32,0,0,1.25095890410959,0,"United Kingdom","0",92,0.82,0.12,0.36
2,0,2,193,96.5,0,63,38.5,0,0,485.21,0,0,2.5140414507772,0,"United Kingdom","0",44,0.59,0.48,0.36
1,0,1,335,335,0,19,19,0,0,443,0,0,1.32238805970149,0,"United Kingdom","1",92,0.82,0.12,0.36
